finbif_api_var,translated_var,dwc,default_var,quality_var,type,class,single,select,order,aggregate,aggregate_events,aggregate_documents,doc,date,localised
unit.linkings.originalTaxon.subdivisionId,orig_taxon_subdivision_id,originalTaxonSubdivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subfamilyId,orig_taxon_subfamily_id,originalTaxonSubfamilyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subformId,orig_taxon_subform_id,originalTaxonSubformID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subgenusId,orig_taxon_subgenus_id,originalTaxonSubgenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subkingdomId,orig_taxon_subkingdom_id,originalTaxonSubkingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.suborderId,orig_taxon_suborder_id,originalTaxonSuborderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subphylumId,orig_taxon_subphylum_id,originalTaxonSubphyllumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subsectionId,orig_taxon_subsection_id,originalTaxonSubsectionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subseriesId,orig_taxon_subseries_id,originalTaxonSubseriesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subspeciesId,orig_taxon_subspecies_id,originalTaxonSubspeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subspecificAggregateId,orig_taxon_subspecific_aggregate_id,originalTaxonSubspecificAggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subtribeId,orig_taxon_subtribe_id,originalTaxonSubtribeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.subvarietyId,orig_taxon_subvariety_id,originalTaxonSubvarietyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superclassId,orig_taxon_superclass_id,originalTaxonSuperclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superdivisionId,orig_taxon_superdivision_id,originalTaxonSuperdivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superdomainId,orig_taxon_superdomain_id,originalTaxonSuperdomainID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superfamilyId,orig_taxon_superfamily_id,originalTaxonSuperfamilyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.supergenusId,orig_taxon_supergenus_id,originalTaxonSupergenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superorderId,orig_taxon_superorder_id,originalTaxonSuperorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.superphylumId,orig_taxon_superphylum_id,originalTaxonSuperphylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.tribeId,orig_taxon_tribe_id,originalTaxonTribeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.typesOfOccurrenceInFinland,orig_taxon_finnish_occurrence_type,originalTaxonFinnishOccurrenceType,FALSE,FALSE,integer,integer,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.varietyId,orig_taxon_variety_id,originalTaxonVarietyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.administrativeStatuses,regulatory_status_id,regulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_from_id_regulatory_status,regulatory_status,regulatoryStatus,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.aggregateId,aggregate_id,aggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.anamorphId,anamorph_id,anamorphID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.birdlifeCode,birdlife_code,birdlifeCode,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.classId,class_id,classID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.cultivarId,cultivar_id,cultivarID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.divisionId,division_id,divisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.domainId,domain_id,domainID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.ecotypeId,ecotype_id,ecotypeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.euringCode,euring_code,euringCode,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.euringNumber,euring_number,euringNumber,FALSE,FALSE,integer,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.familyId,family_id,familyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.formId,taxon_form_id,taxonFormID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.genusId,genus_id,genusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.grexId,grex_id,grexID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.groupId,group_id,groupID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.habitats,habitat_qname,habitatQname,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.hybridId,hybrid_id,hybridID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infraclassId,infraclass_id,infraclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infradivisionId,infradivision_id,infradivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infragenericHybridId,infrageneric_hybrid_id,infragenericHybridID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infragenericTaxonId,infrageneric_taxon_id,infragenericTaxonConceptID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infrakingdomId,infrakingdom_id,infrakingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infraorderId,infraorder_id,infraorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infraphylumId,infraphylum_id,infraphylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.infraspecificTaxonId,infraspecific_taxon_id,infraspecificTaxonConceptID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.intergenericHybridId,intergeneric_hybrid_id,intergenericHybridID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.kingdomId,kingdom_id,kingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.kingdomScientificName,kingdom,kingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.nameAccordingTo,name_according_to,nameAccordingTo,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.nothogenusId,nothogenus_id,nothogenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.nothospeciesId,nothospecies_id,nothospeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.nothosubspeciesId,nothosubspecies_id,nothosubspeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.orderId,order_id,orderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.parentId,parent_id,parentID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.parvclassId,parvclass_id,parvclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.parvorderId,parvorder_id,parvorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.phylumId,phylum_id,phylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.populationGroupId,population_group_id,populationGroupID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.primaryHabitat,taxon_primary_habitat_qname,taxonPrimaryHabitatQname,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.sectionId,section_id,sectionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.seriesId,series_id,seriesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.speciesAggregateId,species_aggregate_id,speciesAggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.speciesId,species_id,speciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.speciesTaxonomicOrder,species_taxonomic_order,speciesTaxonomicOrder,FALSE,FALSE,integer,integer,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subclassId,subclass_id,subclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subdivisionId,subdivision_id,subdivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subfamilyId,subfamily_id,subfamilyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subformId,subform_id,subformID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subgenusId,subgenus_id,subgenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subkingdomId,subkingdom_id,subkingdomID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.suborderId,suborder_id,suborderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subphylumId,subphylum_id,subphylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subsectionId,subsection_id,subsectionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subseriesId,subseries_id,subseriesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subspeciesId,subspecies_id,subspeciesID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subspecificAggregateId,subspecific_aggregate_id,subspecificAggregateID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subtribeId,subtribe_id,subtribeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.subvarietyId,subvariety_id,subvarietyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superclassId,superclass_id,superclassID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superdivisionId,superdivision_id,superdivisionID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superdomainId,superdomain_id,superdomainID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superfamilyId,superfamily_id,superfamilyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.supergenusId,supergenus_id,supergenusID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superorderId,superorder_id,superorderID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.superphylumId,superphylum_id,superphylumID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.tribeId,tribe_id,tribeID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.typesOfOccurrenceInFinland,finnish_occurrence_type,finnishOccurrenceType,FALSE,FALSE,integer,integer,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.varietyId,variety_id,varietyID,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.taxonSets,taxon_sets,taxonSets,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.taxonSets,original_taxon_sets,originalTaxonSets,FALSE,FALSE,character,uri,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.sensitive,record_annotation_taxon_sensitive,occurrenceAnnotationTaxonSensitive,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.kingdomScientificName,record_annotation_taxon_kingdom,occurrenceAnnotationTaxonKingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.sensitive,record_pre_annotation_taxon_sensitive,occurrencePreAnnotationTaxonSensitive,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.kingdomScientificName,record_pre_annotation_taxon_kingdom,occurrencePreAnnotationTaxonKingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.sensitive,orig_taxon_sensitive,originalTaxonSensitive,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.kingdomScientificName,orig_taxon_kingdom,originalTaxonKingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.sensitive,sensitive,isSensitiveTaxon,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.conversions.eurefCenterPoint.lat,lat_euref,decimalLatitudeEUREF,FALSE,FALSE,double,double,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
gathering.conversions.eurefCenterPoint.lon,lon_euref,decimalLongitudeEUREF,FALSE,FALSE,double,double,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
unit.abundanceUnit,abundance_unit,organismQuantityType,FALSE,FALSE,character,factor,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
unit.annotations.identification.author,record_annotation_identification_author,occurrenceAnnotationIdentificationAuthor,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.facts.decimalValue,record_annotation_identification_fact_decimal,occurrenceAnnotationIdentificationFactDecimal,FALSE,FALSE,double,double,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.facts.fact,record_annotation_identification_fact_name,occurrenceAnnotationIdentificationFactName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.facts.integerValue,record_annotation_identification_fact_integer,occurrenceAnnotationIdentificationFactInteger,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.facts.value,record_annotation_identification_fact_value,occurrenceAnnotationIdentificationFactValue,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.id,record_annotation_identification_id,occurrenceAnnotationIdentificationID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.notes,record_annotation_identification_notes,occurrenceAnnotationIdentificationRemarks,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.taxonSpecifierAuthor,record_annotation_identification_specifier_author,occurrenceAnnotationIdentificationSpecifierAuthor,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.author,record_identifications_author,occurrenceIdentificationsAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.det,record_identifications_determiner,occurrenceIdentificationsIdentifiedBy,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.detDate,record_identifications_date_determined,occurrenceIdentificationsDateIdentified,FALSE,FALSE,character,date,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.facts.decimalValue,record_identifications_fact_decimal,occurrenceIdentificationsFactDecimal,FALSE,FALSE,double,double,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.facts.fact,record_identifications_fact_name,occurrenceIdentificationsFactName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.facts.integerValue,record_identifications_fact_integer,occurrenceIdentificationsFactInteger,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.facts.value,record_identifications_fact_value,occurrenceIdentificationsFactValue,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.id,record_identifications_id,occurrenceIdentificationsID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.checklist,record_identifications_taxon_checklist,occurrenceIdentificationsTaxonChecklist,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.cursiveName,record_identifications_scientific_name_italicised,occurrenceIdentificationsScientificNameItalicised,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.finnish,record_identifications_taxon_finnish,occurrenceIdentificationsTaxonFinnishStatus,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.id,record_identifications_taxon_id,occurrenceIdentificationsTaxonConceptID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.informalTaxonGroups,record_identifications_informal_groups_id,occurrenceIdentificationsInformalTaxonGroupsID,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.latestRedListStatusFinland.status,record_identifications_red_list_status_id,occurrenceIdentificationsRedListStatusID,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.latestRedListStatusFinland.year,record_identifications_red_list_year,occurrenceIdentificationsRedListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.scientificName,record_identifications_scientific_name,occurrenceIdentificationsScientificName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.kingdomScientificName,record_identifications_kingdom,occurrenceIdentificationsKingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.scientificNameAuthorship,record_identifications_scientific_name_author,occurrenceIdentificationsScientificNameAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.scientificNameDisplayName,record_identifications_scientific_display_name,occurrenceIdentificationsScientificDisplayName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.sensitive,record_identifications_taxon_sensitive,occurrenceIdentificationsTaxonSensitive,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.taxonRank,record_identifications_taxon_rank_id,occurrenceIdentificationsTaxonRankID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.taxonomicOrder,record_identifications_taxonomic_order,occurrenceIdentificationsTaxonomicOrder,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.vernacularName,record_identifications_common_name,occurrenceIdentificationsVernacularName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
unit.identifications.notes,record_identifications_notes,occurrenceIdentificationsRemarks,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.preferred,record_identifications_preferred,occurrenceIdentificationsPreferred,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.taxon,record_identifications_taxon,occurrenceIdentificationsTaxon,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
